year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice
2013,Ford,Escape,SE,SUV,automatic,fl,4.1,33775.0,gray,gray,13500
2014,Toyota,Yaris,L,hatchback,automatic,nv,3.7,2506.0,white,gray,11700
2012,Volvo,S60,T5,Sedan,automatic,ga,4.0,54728.0,white,,14400
2012,Toyota,Camry,XLE,sedan,automatic,tx,4.4,30243.0,black,gray,16000
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,il,2.7,7791.0,white,gray,20000
2012,Nissan,Rogue,SV,SUV,,nj,4.7,48291.0,white,black,15900
2014,Chevrolet,Cruze,2LT,Sedan,automatic,il,4.0,12121.0,white,black,13500
2011,Toyota,Avalon,Limited,Sedan,automatic,tn,4.3,21248.0,gray,beige,19500
2012,Lincoln,MKZ,Hybrid,Sedan,automatic,ne,3.3,47406.0,black,tan,11000
2012,Volkswagen,Jetta,S,Sedan,automatic,md,2.4,65294.0,black,black,7200
2011,Ford,Escape,XLT,suv,automatic,nj,1.9,131536.0,,gray,5800
2012,Ford,F-350 Super Duty,XLT,Crew Cab,automatic,oh,4.0,51074.0,white,gray,22250
2014,Buick,Enclave,Leather Group,suv,automatic,tx,4.3,29667.0,white,beige,31000
2014,Ram,1500,SLT,Quad Cab,automatic,tx,4.3,27508.0,black,gray,23000
2014,Kia,Rio,LX,Sedan,automatic,mo,4.4,16343.0,white,gray,11000
2013,Lexus,IS 250,Base,Sedan,automatic,oh,3.5,24207.0,white,tan,21300
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.7,33371.0,blue,gray,22750
2013,Toyota,Camry,SE,sedan,automatic,ny,2.9,56389.0,gray,black,11800
2013,Volvo,S60,T5,sedan,automatic,fl,4.4,14637.0,blue,black,20000
2011,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.3,61234.0,gray,black,9700
2011,Hyundai,Sonata,SE,Sedan,automatic,tn,4.3,63966.0,white,black,13100
2011,Chevrolet,Camaro,2LT,Coupe,,pa,3.4,52272.0,blue,beige,18300
2012,Nissan,Versa,1.6 S,Sedan,automatic,oh,2.5,58177.0,gray,black,8300
2012,Chevrolet,Cruze,2LT,Sedan,automatic,tx,4.1,55696.0,blue,black,10900
2012,Nissan,Versa,1.6 S,sedan,automatic,fl,3.4,60180.0,blue,black,6900
2013,Nissan,370Z,Base,Coupe,manual,fl,4.6,9439.0,red,black,24200
2015,Kia,Cadenza,Premium,Sedan,automatic,ga,3.8,11219.0,white,tan,21000
2012,Subaru,Impreza,2.0i Premium PZEV,Sedan,automatic,fl,3.3,3234.0,purple,beige,13500
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,3.7,48922.0,gray,black,19200
2012,Ford,Fusion,SEL,Sedan,automatic,mi,4.6,35832.0,red,black,14000
2011,Toyota,Corolla,LE,Sedan,automatic,md,3.3,26398.0,black,gray,9400
2012,Audi,A3,2.0 TDI Premium,Wagon,automatic,nj,3.9,34246.0,white,black,18800
2012,Honda,Civic,Hybrid,Sedan,automatic,pa,3.1,32687.0,,gray,16900
2013,Nissan,Maxima,3.5 S,Sedan,automatic,oh,4.1,41257.0,burgundy,black,14800
2014,Chevrolet,Equinox,LT,SUV,automatic,mn,3.4,33460.0,black,gray,20600
2013,Dodge,Avenger,SXT,Sedan,automatic,mo,3.8,46392.0,red,black,10200
2011,Ford,F-150,XLT,SuperCab,automatic,nv,3.5,135784.0,red,gray,12700
2014,Chrysler,200,Limited,Sedan,,on,4.4,29521.0,white,black,15000
2014,Dodge,Journey,SXT,SUV,automatic,mi,4.0,13481.0,silver,black,18400
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,,wi,2.0,17526.0,black,black,24000
2012,Chevrolet,Equinox,LT,suv,automatic,fl,4.7,44052.0,gray,gray,15800
2013,Kia,Optima,EX,sedan,automatic,nv,4.2,25671.0,silver,gray,16600
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.8,39137.0,black,gray,10900
2013,Mazda,6,i Touring,Sedan,automatic,tx,3.8,31200.0,black,black,13200
2012,Ford,F-150,XLT,supercab,automatic,co,4.2,41572.0,gray,gray,25300
2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,3.0,34014.0,purple,black,11300
2011,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,mo,3.7,116465.0,burgundy,tan,25300
2014,Kia,Soul,+,Wagon,automatic,ca,4.9,9614.0,white,black,15700
2015,Ford,Taurus,Limited,Sedan,automatic,ny,4.3,14211.0,black,black,22900
2013,Ford,Fusion,Titanium,Sedan,,il,4.8,11795.0,black,gray,22700
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,,tx,4.6,38616.0,burgundy,black,14200
2015,Chevrolet,Equinox,LS,SUV,automatic,mi,4.9,11661.0,blue,black,19300
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,4.4,35281.0,gray,gray,10800
2012,Mercedes-Benz,C-Class,C250,coupe,automatic,ca,3.8,26342.0,silver,gray,21750
2012,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,fl,2.5,74217.0,white,gray,10400
2013,Toyota,Corolla,L,Sedan,automatic,fl,2.1,46405.0,black,gray,10000
2012,Chevrolet,Malibu,LS,Sedan,automatic,mi,4.4,25043.0,gray,brown,11500
2014,Ford,Focus,SE,Hatchback,automatic,tn,3.7,17959.0,red,black,11900
2013,Honda,Insight,Base,Hatchback,automatic,pa,3.6,39100.0,red,gray,10600
2013,Toyota,Corolla,LE,Sedan,automatic,pa,2.8,61691.0,black,gray,10400
2014,Acura,RDX,Technology Package,suv,,pa,4.5,38994.0,silver,black,30000
2012,BMW,3 Series,328i,Sedan,automatic,ca,4.4,46169.0,black,black,27750
2012,Ford,Expedition,Limited,SUV,automatic,pa,2.8,83237.0,silver,black,21300
2014,Nissan,Altima,2.5 S,Sedan,,ca,4.3,5515.0,,tan,16250
2013,Ford,Focus,SE,Sedan,automatic,mi,4.5,15865.0,black,black,11100
2013,Nissan,Murano,SV,SUV,automatic,tn,4.9,12084.0,black,black,19600
2013,Chevrolet,Equinox,LT,suv,automatic,ca,3.5,58590.0,white,black,14900
2013,Mercedes-Benz,C-Class,C250,Coupe,,pa,1.9,17418.0,red,black,22100
2011,BMW,3 Series,328i,Sedan,automatic,ga,4.3,44796.0,white,tan,18800
2013,Infiniti,G Coupe,G37x,G Coupe,,pa,3.3,17476.0,white,black,23600
2011,Dodge,Grand Caravan,Mainstreet,Minivan,automatic,hi,3.2,65350.0,black,gray,10250
2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,4.3,56449.0,gray,beige,10700
2012,Toyota,Yaris,Fleet,sedan,automatic,ca,2.3,99359.0,silver,black,6600
2013,Cadillac,ATS,Luxury,Sedan,automatic,nv,3.8,20566.0,blue,black,21000
2013,Ford,Escape,SE,SUV,automatic,ca,3.7,56854.0,gray,gray,15100
2014,Jeep,Compass,Limited,SUV,,on,4.5,26229.0,gray,black,21000
2014,Dodge,Grand Caravan,SXT,Minivan,,va,5.0,16743.0,blue,black,17700
2011,Chevrolet,Cruze,LS,Sedan,automatic,ga,2.8,56714.0,black,black,8300
2013,Nissan,Maxima,3.5 S,sedan,automatic,ca,3.4,36147.0,white,black,14500
2012,Chevrolet,Malibu,LS Fleet,sedan,automatic,ga,3.2,86489.0,silver,gray,8700
2011,Chevrolet,HHR,Panel LS,Wagon,,on,2.9,72716.0,white,black,8800
2011,Hyundai,Elantra,GLS,Sedan,automatic,md,3.9,62788.0,black,black,8000
2014,Toyota,Camry,LE,Sedan,automatic,ca,2.0,16026.0,white,gray,10500
2012,Toyota,Camry,XLE,Sedan,automatic,oh,3.7,33446.0,silver,gray,16800
2014,Lincoln,MKS,Base,Sedan,automatic,nj,3.7,82754.0,black,black,18000
2013,Nissan,Leaf,S,Hatchback,automatic,ca,3.8,7497.0,,black,12400
2011,Hyundai,Sonata,GLS,Sedan,automatic,nc,3.6,95080.0,gold,tan,8500
2012,Nissan,Leaf,SV,Hatchback,automatic,pa,3.0,26139.0,,gray,10200
2014,Ford,Edge,SEL,SUV,automatic,tn,4.1,16832.0,gray,tan,22000
2013,Nissan,Leaf,SV,Hatchback,automatic,pa,4.2,15116.0,red,gray,14300
2014,Audi,S4,Premium Plus quattro,Sedan,,pa,5.0,2232.0,black,black,37000
2013,Ford,Taurus,Limited,Sedan,automatic,ne,3.6,88890.0,silver,black,14000
2011,Infiniti,G Sedan,G25x,G Sedan,,tn,3.2,29438.0,black,gray,15400
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,co,2.0,15607.0,gray,black,12500
2012,MINI,Cooper,S,Hatchback,automatic,oh,4.2,17878.0,white,black,15500
2014,Kia,Rio,LX,Sedan,automatic,nj,3.7,10266.0,red,beige,11000
2011,Ford,Fusion,SE,Sedan,automatic,fl,3.8,90502.0,black,black,8500
2012,Honda,Pilot,EX,SUV,automatic,co,2.3,50320.0,gray,gray,19200
2012,BMW,1 Series,128i,Coupe,automatic,ca,4.4,41391.0,black,black,20000
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,tn,3.5,65959.0,,black,14300
2012,Toyota,Tundra,Tundra,Double Cab,automatic,pa,4.6,22044.0,white,gray,24800
2012,Ford,Focus,SE,Sedan,automatic,mn,4.1,27253.0,black,black,9900
2013,Volkswagen,Passat,Wolfsburg Edition PZEV,sedan,automatic,oh,4.8,10552.0,white,black,13500
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,mo,4.5,26662.0,white,black,21600
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,ca,4.0,28373.0,black,black,25000
2012,smart,fortwo,passion coupe,Hatchback,automatic,ca,3.7,19630.0,white,black,7750
2013,Honda,Odyssey,Touring,Minivan,automatic,ca,4.1,17982.0,silver,gray,33000
2014,Chevrolet,Camaro,LT,coupe,automatic,tx,4.6,6577.0,black,black,22400
2011,Chevrolet,Malibu,LT1,Sedan,automatic,nv,2.9,62739.0,white,gray,6500
2013,Nissan,Leaf,SL,Hatchback,automatic,ca,4.8,20151.0,gray,black,11750
2014,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,,pa,4.4,12762.0,black,black,82000
2011,BMW,3 Series,328i,Sedan,automatic,nv,3.5,14249.0,gray,beige,19500
2014,Buick,Enclave,Leather Group,suv,automatic,il,5.0,11859.0,white,black,33250
2013,Toyota,Corolla,S,Sedan,automatic,wa,3.8,37312.0,red,black,13900
2013,Ford,Fusion,SE,Sedan,automatic,il,4.8,15325.0,gray,black,16700
2011,Toyota,Prius,Three,Hatchback,automatic,az,3.7,25645.0,gray,gray,16500
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,il,2.8,39434.0,silver,black,10100
2012,Nissan,Rogue,S,SUV,automatic,tn,3.2,33441.0,,black,14800
2013,Ford,Escape,SE,SUV,automatic,ca,3.7,27573.0,white,tan,15500
2012,Nissan,Altima,2.5 S,Sedan,,mo,4.3,51306.0,burgundy,beige,13500
2012,Mercedes-Benz,GL-Class,GL550 4MATIC,SUV,,pa,4.6,34281.0,black,black,46100
2013,BMW,3 Series,328i,sedan,automatic,ca,2.8,25598.0,black,black,21000
2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.4,37532.0,gray,gray,11750
2012,Acura,TL,Base,sedan,,pa,4.3,29136.0,gray,black,18600
2011,Lexus,IS 250,Base,Sedan,automatic,nj,2.8,33583.0,blue,gray,19800
2011,Honda,Civic,LX,sedan,automatic,ca,3.4,94803.0,blue,gray,8600
2011,Dodge,Nitro,SE Fleet,SUV,automatic,ne,3.4,85909.0,orange,black,7800
2014,Ford,F-150,XL,Regular Cab,automatic,fl,3.5,15924.0,white,gray,17800
2014,Ford,Focus,SE,Hatchback,automatic,tn,4.8,17170.0,white,gray,12200
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,ca,2.6,41489.0,red,gray,11000
2012,Jeep,Grand Cherokee,Overland,suv,automatic,nc,3.9,32447.0,blue,beige,28500
2013,Kia,Optima,SX,Sedan,automatic,fl,3.1,68386.0,black,black,14100
2012,Honda,Accord,SE,Sedan,automatic,ga,4.0,41288.0,gray,black,13900
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,tn,4.8,27961.0,gray,gray,11600
2013,GMC,Terrain,SLE-2,suv,automatic,nv,4.2,46134.0,black,black,17500
2012,Chevrolet,Malibu,LS,Sedan,,pa,4.3,32091.0,black,gray,11800
2014,Chevrolet,Cruze,2LT,Sedan,automatic,pa,4.4,40226.0,white,beige,12800
2014,Ford,Fusion,Titanium,Sedan,automatic,fl,4.6,35799.0,white,black,17200
2013,Ford,Explorer,Base,SUV,automatic,tn,4.7,30505.0,,tan,21500
2014,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,fl,5.0,11155.0,blue,gray,17800
2013,Nissan,Altima,2.5,Sedan,automatic,ga,4.7,55620.0,black,gray,12500
2011,Lexus,GX 460,Base,SUV,,pa,4.9,53645.0,white,black,33800
2014,Ford,Escape,Titanium,SUV,automatic,mo,4.8,30619.0,,black,22000
2014,Ford,Escape,SE,SUV,automatic,ny,4.8,14138.0,gray,gray,18600
2014,Nissan,Altima,2.5 S,Sedan,,il,4.9,6307.0,gray,black,16400
2013,Dodge,Avenger,SE,Sedan,automatic,ca,3.8,38243.0,red,black,11300
2014,Toyota,Camry,SE,Sedan,automatic,ca,4.6,12593.0,black,black,17800
2014,Ford,Mustang,V6,Convertible,automatic,ca,3.6,66889.0,red,black,12500
2013,Volkswagen,Beetle Convertible,2.5L PZEV,Beetle Convertible,,pa,4.9,16190.0,black,beige,18000
2013,Ford,Edge,SEL,SUV,automatic,mn,4.8,23868.0,,gray,27100
2012,Honda,Civic,EX,Sedan,automatic,pa,3.8,38655.0,gray,gray,11800
2012,Ford,Explorer,Limited,SUV,automatic,nc,3.4,55771.0,white,black,24900
2013,Honda,CR-Z,EX,hatchback,automatic,ga,3.5,42624.0,purple,black,11800
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,3.5,38976.0,black,beige,13200
2012,Infiniti,M,M37,sedan,automatic,fl,2.9,26651.0,gray,black,23800
2014,Ford,Escape,Titanium,SUV,automatic,mo,4.5,12636.0,silver,tan,21500
2012,Lexus,ES 350,Base,Sedan,automatic,fl,4.3,44290.0,red,beige,21200
2012,Hyundai,Sonata Hybrid,Base,Sedan,automatic,fl,4.7,19798.0,black,beige,16700
2012,Lexus,IS 250,Base,sedan,automatic,oh,3.6,29332.0,red,tan,21500
2013,Ford,Fusion,Titanium,Sedan,automatic,mo,4.1,21800.0,blue,black,18400
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,nv,3.7,19961.0,black,black,20500
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,sedan,automatic,fl,3.9,35696.0,blue,black,12700
2011,Nissan,Sentra,2.0 S,Sedan,,tn,2.5,29464.0,,gray,8700
2015,Chevrolet,Malibu,LT,Sedan,automatic,ca,1.0,6105.0,silver,black,9800
2012,Nissan,Sentra,2.0 S,Sedan,automatic,tn,4.5,61127.0,silver,gray,9400
2014,Kia,Rio,LX,Sedan,automatic,ca,4.6,8058.0,white,black,13100
2011,Mercedes-Benz,M-Class,ML350,SUV,automatic,ca,1.9,41151.0,gray,brown,18000
2013,Chevrolet,Sonic,LT,Sedan,,pa,3.7,56000.0,silver,black,9100
2012,Mitsubishi,Galant,ES,Sedan,automatic,ga,3.3,45071.0,black,,9500
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,fl,2.5,38227.0,white,beige,19800
2012,BMW,3 Series,328i,sedan,automatic,ca,4.3,8826.0,gray,,27250
2012,Nissan,Rogue,SV,SUV,automatic,fl,3.9,54328.0,black,black,13000
2013,Ford,Edge,Limited,SUV,automatic,il,4.8,16530.0,white,beige,27700
2011,GMC,Terrain,SLE-1,SUV,automatic,tx,3.9,58789.0,gold,black,14500
2013,Chevrolet,Malibu,LTZ,Sedan,,fl,1.0,39226.0,red,black,3800
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,co,2.8,32234.0,black,black,11700
2014,Chevrolet,Camaro,LT,Convertible,automatic,fl,3.4,37030.0,black,black,21300
2012,BMW,3 Series,328i,coupe,automatic,ca,4.2,37034.0,black,black,20000
2014,Toyota,4Runner,SR5,SUV,,pa,3.5,36331.0,white,black,28200
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,nv,3.6,17755.0,white,black,28500
2014,Ford,Fusion,SE,Sedan,automatic,il,2.8,17536.0,gray,black,16100
2013,Nissan,Altima,2.5,sedan,automatic,ca,4.4,57796.0,white,beige,15250
2014,Ford,Edge,Limited,SUV,automatic,il,4.0,24604.0,gray,black,25300
2012,Volkswagen,Jetta,SE PZEV,Sedan,automatic,tx,3.8,11654.0,,black,11000
2013,Ford,Fusion,SE,sedan,automatic,ca,4.1,27315.0,white,black,15200
2013,Ford,Focus,SE,Sedan,automatic,il,2.2,21105.0,black,black,10000
2012,Honda,Civic,EX,sedan,,pa,3.5,33389.0,gray,gray,12200
2013,GMC,Yukon XL,SLT 1500,SUV,automatic,az,3.8,55004.0,brown,black,27400
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,il,3.0,14182.0,gray,gray,15000
2013,Nissan,Leaf,SL,Hatchback,automatic,ga,4.9,9670.0,gray,black,14800
2012,Mercedes-Benz,C-Class,C250,coupe,automatic,oh,3.3,30677.0,silver,tan,20500
2013,Dodge,Avenger,SXT,Sedan,automatic,mi,3.3,57041.0,silver,black,10400
2014,Dodge,Journey,SXT,SUV,,on,5.0,15342.0,silver,black,20700
2011,Chevrolet,Silverado 2500HD,Work Truck,Regular Cab,automatic,ca,4.9,71196.0,white,black,24250
2014,Kia,Forte,EX,sedan,automatic,mo,3.6,23440.0,silver,gray,12200
2011,Nissan,Rogue,SV,SUV,automatic,fl,4.4,34702.0,black,black,15500
2014,Toyota,Camry,SE,sedan,automatic,oh,4.0,21594.0,white,black,15500
2013,Ford,Escape,SEL,SUV,automatic,ny,3.4,68360.0,,black,13700
2014,Ram,1500,Tradesman,quad cab,automatic,il,1.0,27958.0,silver,gray,19800
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,ga,2.8,20145.0,black,black,27500
2011,Ford,Mustang,GT,Coupe,manual,ms,4.2,75140.0,black,black,18700
2011,BMW,3 Series,335d,Sedan,automatic,ca,3.8,47041.0,white,black,23500
2011,Ford,F-150,XLT,SuperCrew,automatic,tn,4.1,85734.0,,gray,18800
2012,Audi,Q5,2.0T Premium quattro,suv,automatic,fl,3.7,37537.0,black,beige,24200
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,fl,4.0,19649.0,black,black,12700
2011,BMW,5 Series,535i,Sedan,automatic,ca,2.8,55450.0,gray,black,23750
2014,Ford,Explorer,Limited,SUV,,fl,4.4,23499.0,white,tan,29100
2014,Nissan,Pathfinder,SV Hybrid,SUV,automatic,ca,4.5,14278.0,white,black,33500
2013,Infiniti,G Sedan,G37x,g sedan,automatic,pa,2.3,17908.0,gray,black,19700
2012,Acura,TL,Technology Package,sedan,,pa,3.0,23375.0,black,black,19200
2013,Chrysler,200,Limited,Sedan,automatic,oh,4.3,16628.0,black,black,14300
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,tx,4.7,16320.0,blue,beige,29500
2012,Kia,Sorento,LX,suv,automatic,fl,1.9,35609.0,,beige,14200
2013,Nissan,Pathfinder,SV,suv,automatic,nc,3.6,63941.0,black,black,18700
2011,Ford,Fusion,SE,Sedan,automatic,nj,3.2,97550.0,silver,gray,7600
2013,Ford,F-150,XLT,SuperCrew,automatic,co,4.4,19397.0,white,gray,26800
2012,Ford,Focus,S,Sedan,automatic,mo,3.5,41657.0,white,gray,7100
2012,Toyota,Camry,SE,Sedan,automatic,ne,3.6,54297.0,silver,black,14000
2013,Nissan,Altima,2.5,Sedan,automatic,fl,4.0,44362.0,brown,black,13900
2011,Cadillac,CTS,Luxury,Sedan,automatic,mi,3.1,65774.0,black,black,12900
2011,Ford,F-150,Platinum,SuperCrew,,nj,3.6,35427.0,black,brown,29900
2013,Toyota,RAV4,LE,suv,automatic,tx,4.4,45884.0,white,gray,17700
2014,Buick,Enclave,Leather Group,SUV,automatic,mn,2.8,37790.0,gold,black,28900
2012,Infiniti,QX,QX56,SUV,automatic,tx,3.5,86379.0,white,beige,32000
2014,Ford,Flex,Limited,Wagon,automatic,mo,4.3,30803.0,black,black,24600
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,la,3.0,66792.0,black,black,12500
2011,Infiniti,G Coupe,G37x,G Coupe,automatic,tx,3.5,30287.0,black,black,20400
2012,Ford,F-350 Super Duty,Lariat,crew cab,automatic,tx,4.1,46087.0,white,beige,40000
2013,Ford,C-Max Energi,SEL,Wagon,automatic,nc,4.4,44568.0,silver,black,14000
2013,Dodge,Avenger,SXT,Sedan,,pa,3.7,57879.0,black,black,9800
2012,Nissan,Rogue,SV,suv,,pa,4.6,23321.0,white,gray,15800
2012,Ford,Escape,Limited,SUV,automatic,ca,4.3,41527.0,white,beige,15700
2014,Chevrolet,Suburban,LT 1500,SUV,automatic,ca,3.9,31699.0,white,black,33250
2012,Jeep,Patriot,Sport,SUV,automatic,tx,2.8,103470.0,gray,,4800
2014,Dodge,Dart,SXT,Sedan,manual,ny,3.2,6219.0,black,black,10400
2014,Chrysler,Town and Country,Touring,minivan,automatic,ne,4.1,38667.0,beige,tan,18100
2014,Ford,F-150,XL,Regular Cab,automatic,in,5.0,1533.0,white,gray,18500
2013,GMC,Sierra 1500,SLE,Extended Cab,automatic,mi,4.1,22592.0,gray,black,25800
2013,GMC,Sierra 1500,SLE,extended cab,automatic,wi,2.8,37005.0,brown,gray,23000
2013,Ford,Focus,SE,sedan,automatic,ca,4.8,52100.0,silver,black,9000
2013,Ford,Fusion,SE,sedan,automatic,ms,3.7,55493.0,white,black,12700
2012,Nissan,Rogue,SV,SUV,automatic,oh,2.8,33866.0,silver,gray,12800
2012,Chevrolet,Traverse,LT,SUV,automatic,oh,4.2,84372.0,gray,black,14300
2014,Ford,Fiesta,SE,Hatchback,automatic,tn,4.1,31245.0,red,tan,10300
2013,Toyota,Corolla,S,Sedan,,fl,4.3,28206.0,black,gray,14500
2014,Ford,Explorer,Limited,SUV,automatic,fl,4.5,17343.0,black,tan,29500
2014,Dodge,Dart,SXT,sedan,automatic,ms,3.5,30489.0,black,gray,11800
2014,Ford,Fusion,SE,Sedan,,in,,25119.0,black,black,2400
2012,Nissan,Altima,2.5 S,Sedan,,pa,2.8,31913.0,blue,black,12900
2011,Cadillac,SRX,Turbo Premium,SUV,,pa,4.0,54441.0,black,black,23500
2013,Chevrolet,Sonic,LT,Hatchback,automatic,ny,4.8,4927.0,blue,black,10900
2014,Jeep,Grand Cherokee,Limited,suv,automatic,ne,4.2,26012.0,burgundy,black,30400
2013,Nissan,Rogue,SV,SUV,automatic,nv,4.2,13649.0,gray,black,15250
2011,Infiniti,G Sedan,G37x,g sedan,,nj,3.7,38005.0,white,black,18200
2011,BMW,3 Series,328i,Sedan,automatic,fl,3.7,60668.0,gray,black,16000
2012,Chevrolet,Corvette,Base,coupe,manual,ga,4.8,1.0,red,black,37000
2011,Toyota,Corolla,LE,Sedan,automatic,tn,2.5,77250.0,gray,gray,7500
2011,Buick,LaCrosse,CXL,Sedan,,pa,3.9,15544.0,gray,tan,17000
2013,Chevrolet,Spark,1LT,Hatchback,automatic,nv,3.3,51200.0,blue,gray,8500
2012,Toyota,Camry,SE,Sedan,,ga,4.5,18698.0,silver,black,16000
2012,BMW,6 Series,640i,Convertible,automatic,ca,4.3,48956.0,white,off-white,43000
2014,Honda,Pilot,EX-L w/Navigation,SUV,automatic,ca,4.4,10413.0,black,gray,28250
2013,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,ca,4.1,21555.0,white,black,48000
2015,BMW,5 Series,535i,Sedan,automatic,nj,4.9,3897.0,gray,black,79000
2014,Nissan,Versa,1.6 SV,Sedan,automatic,fl,3.7,39548.0,gray,black,10100
2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.4,34805.0,gray,gray,11250
2012,Dodge,Grand Caravan,American Value Package,Minivan,automatic,sc,4.6,72519.0,gray,black,10000
2011,BMW,5 Series,535i xDrive,sedan,automatic,nc,3.6,55995.0,black,tan,26300
2011,Chevrolet,Malibu,LT1,Sedan,automatic,or,2.1,73659.0,charcoal,gray,7600
2011,Ford,Fiesta,SE,Sedan,automatic,pr,4.4,32473.0,silver,black,7100
2014,Chrysler,Town and Country,Touring,Minivan,automatic,tn,4.6,45486.0,burgundy,black,17100
2012,Kia,Sportage,EX,SUV,automatic,ca,3.8,41879.0,blue,gray,16500
2014,Ford,F-150,XL,regular cab,automatic,pa,3.9,9801.0,white,gray,18300
2013,Honda,Civic,EX,Sedan,automatic,ga,4.0,29486.0,black,gray,15000
2013,Hyundai,Elantra,GLS,sedan,automatic,oh,4.1,44057.0,white,tan,10000
2012,FIAT,500,C Lounge,Convertible,automatic,ga,4.7,35888.0,black,,12500
2013,Kia,Optima,SX,Sedan,automatic,ca,4.3,28827.0,black,black,21250
2012,Ford,Explorer,XLT,SUV,automatic,mo,4.2,63268.0,off-white,beige,23700
2014,Chevrolet,Cruze,1LT,Sedan,automatic,co,4.0,15850.0,silver,black,12400
2012,Hyundai,Sonata,GLS,sedan,automatic,az,2.9,86510.0,blue,gray,7800
2011,Mazda,Mazda3,s Sport,Hatchback,automatic,va,4.6,37898.0,silver,black,11800
2014,Ford,Escape,Titanium,SUV,automatic,il,2.5,33065.0,white,tan,20300
2012,Infiniti,M,M56x,Sedan,automatic,tn,2.8,56629.0,black,black,26800
2014,Lexus,RX 350,Base,suv,automatic,tx,4.1,14502.0,silver,black,40300
2011,Infiniti,G Coupe,G37x,G Coupe,automatic,tn,4.5,20854.0,,black,22800
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,oh,2.9,32687.0,,off-white,25000
2013,Ford,F-150,XLT,SuperCrew,automatic,ga,3.9,38967.0,blue,tan,23900
2012,BMW,7 Series,740i,Sedan,automatic,ga,3.6,41258.0,gray,black,32800
2011,Hyundai,Elantra,GLS PZEV,Sedan,automatic,md,3.8,72836.0,silver,gray,8600
2011,Toyota,RAV4,Base,SUV,automatic,ca,2.8,43720.0,silver,gray,15200
2013,Kia,Soul,+,Wagon,automatic,co,2.5,55469.0,red,black,10700
2014,Nissan,Versa,1.6 SV,sedan,automatic,fl,4.4,28198.0,black,black,10100
2014,Ford,Expedition,EL Limited,SUV,automatic,co,5.0,12441.0,brown,black,36500
2012,Hyundai,Accent,GS,hatchback,,pa,3.9,35986.0,black,gray,9100
2014,Ford,Escape,SE,SUV,automatic,mo,3.7,38999.0,silver,gray,16500
2011,Toyota,Avalon,Base,sedan,automatic,sc,3.4,69027.0,silver,gray,17500
2012,Ford,Fusion,SE,Sedan,automatic,wa,4.4,41272.0,white,gray,12700
2013,Volkswagen,Passat,SE,sedan,automatic,tx,3.0,22988.0,,black,14000
2012,Toyota,Prius c,Two,hatchback,automatic,mo,4.4,37683.0,orange,black,11700
2012,Dodge,Journey,SXT,SUV,automatic,ca,1.9,46816.0,silver,black,14400
2011,Audi,A4,2.0T Premium,Sedan,automatic,ca,2.8,27330.0,black,black,17250
2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,4.0,56161.0,white,brown,11600
2011,Chevrolet,Traverse,LS,SUV,automatic,ga,3.5,78576.0,white,gray,12500
2012,Hyundai,Sonata,GLS,Sedan,automatic,fl,2.8,27071.0,black,beige,10700
2014,Ford,Escape,SE,SUV,automatic,mo,4.6,17031.0,black,gray,18300
2012,Land Rover,LR4,Base,SUV,automatic,ca,,28289.0,blue,,43500
